,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
1323,Venezia,2021-12-22,P,-1.2000000000000002,Lazio,1.1999999999999993,-0.7999999999999998,0.0,0.0,-5.600000000000001,4.0,-0.3999999999999999,-0.2,2021-2022,0.0,6.0
1324,Roma,2021-12-22,N,-0.40000000000000013,Sampdoria,-4.799999999999999,-1.8000000000000003,0.0,0.0,-4.200000000000003,-1.5999999999999996,0.20000000000000018,0.2,2021-2022,4.0,1.0
1325,Empoli,2021-12-22,P,0.40000000000000013,Milan,2.1999999999999993,2.6,0.0,0.0,-3.799999999999997,1.3999999999999986,0.6000000000000001,-0.2,2021-2022,0.0,5.0
1326,Hellas Verona,2021-12-22,N,-1.4000000000000001,Fiorentina,-1.1999999999999993,-2.5999999999999996,0.0,0.0,-6.0,3.8000000000000007,0.3999999999999999,0.0,2021-2022,1.0,3.0
1327,Sassuolo,2021-12-22,P,1.2000000000000002,Bologna,4.200000000000001,2.0000000000000004,-0.4,-0.4,4.600000000000001,-1.200000000000001,0.6000000000000001,0.2,2021-2022,3.0,1.0
1328,Inter,2021-12-22,V,2.0,Torino,10.399999999999999,5.799999999999999,0.4,0.6,10.600000000000001,-5.0,-0.8,-0.2,2021-2022,4.0,1.0
1329,Sassuolo,2022-01-06,N,1.2000000000000002,Genoa,7.800000000000001,4.0,0.0,0.0,14.400000000000006,-0.40000000000000036,0.7999999999999998,0.2,2021-2022,4.0,1.0
1330,Spezia,2022-01-06,P,-0.3999999999999999,Hellas Verona,-4.600000000000001,-1.2000000000000002,-0.2,-0.2,-12.400000000000006,1.200000000000001,0.3999999999999999,-0.2,2021-2022,0.0,4.0
1331,Lazio,2022-01-06,N,0.9999999999999998,Empoli,-9.000000000000002,-1.5999999999999996,-0.2,-0.2,-3.0,-4.399999999999999,0.0,0.4,2021-2022,7.0,0.0
1332,Sampdoria,2022-01-06,P,1.2,Cagliari,5.199999999999999,2.5999999999999996,0.0,0.0,5.799999999999997,0.0,0.19999999999999973,-0.2,2021-2022,2.0,3.0
1333,Milan,2022-01-06,V,0.6000000000000001,Roma,4.999999999999998,0.5999999999999996,0.0,0.0,11.800000000000004,0.5999999999999996,-1.5999999999999999,-0.2,2021-2022,4.0,1.0
1334,Juventus,2022-01-06,N,0.8,Napoli,-0.3999999999999986,2.8,0.0,0.2,5.399999999999999,-1.200000000000001,-0.20000000000000018,0.0,2021-2022,4.0,3.0
1335,Empoli,2022-01-09,P,0.6000000000000001,Sassuolo,-1.0,0.0,0.4,0.4,-8.600000000000001,2.1999999999999993,-0.20000000000000018,-0.2,2021-2022,2.0,5.0
1336,Genoa,2022-01-09,P,-0.4,Spezia,-4.3999999999999995,-1.2000000000000002,0.0,0.0,-0.7999999999999972,-2.1999999999999993,-1.1999999999999997,-0.2,2021-2022,6.0,0.0
1337,Hellas Verona,2022-01-09,P,1.4000000000000001,Salernitana,6.199999999999999,1.0,0.2,0.2,15.600000000000001,0.5999999999999996,0.8,0.2,2021-2022,4.0,0.0
1338,Inter,2022-01-09,V,0.3999999999999999,Lazio,9.799999999999999,3.0,0.2,0.2,11.999999999999993,0.40000000000000036,-1.2,-0.2,2021-2022,3.0,3.0
1339,Napoli,2022-01-09,V,-0.5999999999999999,Sampdoria,7.200000000000001,0.20000000000000018,0.0,0.0,9.800000000000004,1.4000000000000004,-1.0,-0.2,2021-2022,6.0,1.0
1340,Udinese,2022-01-09,P,0.0,Atalanta,-3.8000000000000007,-0.1999999999999993,0.0,0.0,-17.0,3.1999999999999993,1.8,0.6,2021-2022,0.0,5.0
1341,Roma,2022-01-09,P,0.0,Juventus,-8.0,-2.8,0.0,0.0,-13.200000000000003,-1.0,1.7999999999999998,0.6,2021-2022,2.0,4.0
1342,Venezia,2022-01-09,P,-0.8,Milan,-5.799999999999999,-1.0,-0.2,-0.4,-12.0,3.4000000000000004,0.8000000000000003,0.4,2021-2022,0.0,7.0
1343,Torino,2022-01-10,V,-1.4000000000000001,Fiorentina,-3.799999999999999,-2.0000000000000004,-0.2,-0.2,-12.0,8.8,0.0,0.0,2021-2022,1.0,3.0
1344,Cagliari,2022-01-11,V,-0.7999999999999999,Bologna,1.200000000000001,-0.8000000000000003,-0.2,-0.2,-1.6000000000000014,2.0,0.0,0.2,2021-2022,3.0,3.0
1345,Salernitana,2022-01-15,P,-1.8000000000000003,Lazio,-2.1999999999999993,-1.4000000000000004,0.2,0.0,-19.800000000000004,-0.6000000000000014,-1.0,0.0,2021-2022,0.0,7.0
1346,Sampdoria,2022-01-15,P,-0.40000000000000013,Torino,0.5999999999999996,-0.6000000000000001,0.0,0.0,-6.399999999999999,-7.0,0.19999999999999996,0.2,2021-2022,3.0,3.0
1347,Juventus,2022-01-15,V,-0.3999999999999999,Udinese,4.199999999999999,-0.1999999999999993,0.0,0.0,11.399999999999999,-1.4000000000000004,-0.9999999999999998,-0.39999999999999997,2021-2022,5.0,1.0
1348,Venezia,2022-01-16,N,-0.40000000000000013,Empoli,-4.0,-1.5999999999999996,-0.4,-0.4,-5.200000000000003,1.3999999999999986,0.20000000000000018,0.39999999999999997,2021-2022,1.0,2.0
1349,Atalanta,2022-01-16,N,-0.6000000000000001,Inter,0.3999999999999986,-1.0,0.0,-0.2,-6.0,4.0,0.40000000000000013,0.0,2021-2022,1.0,2.0
1350,Roma,2022-01-16,V,1.4000000000000001,Cagliari,4.199999999999999,1.7999999999999998,0.0,0.2,2.3999999999999986,-1.1999999999999993,0.3999999999999999,0.39999999999999997,2021-2022,4.0,1.0
1351,Sassuolo,2022-01-16,P,1.0,Hellas Verona,2.0,3.0,0.2,0.2,6.600000000000001,1.4000000000000004,0.8,-0.2,2021-2022,6.0,0.0
1352,Milan,2022-01-17,P,1.4000000000000001,Spezia,5.0,0.7999999999999998,0.4,0.6,14.399999999999999,-2.1999999999999993,-0.8,-0.2,2021-2022,6.0,1.0
1353,Bologna,2022-01-17,P,0.7999999999999999,Napoli,-12.2,-0.9999999999999996,0.2,0.2,-13.799999999999997,1.0,1.6,0.0,2021-2022,2.0,4.0
1354,Fiorentina,2022-01-17,V,1.4,Genoa,6.2,3.4,0.2,0.2,18.6,-4.199999999999999,0.0,0.2,2021-2022,1.0,1.0
1355,Hellas Verona,2022-01-21,V,0.6000000000000001,Bologna,6.399999999999999,0.20000000000000018,0.0,0.0,2.799999999999997,-1.5999999999999996,-0.3999999999999999,0.4,2021-2022,0.0,4.0
1356,Inter,2022-01-22,V,1.5999999999999999,Venezia,6.0,3.9999999999999996,0.0,0.2,18.4,-4.800000000000001,-1.0,-0.4,2021-2022,7.0,0.0
1357,Genoa,2022-01-22,N,-1.2000000000000002,Udinese,-7.4,-4.2,0.0,0.0,-2.200000000000003,-0.1999999999999993,0.0,-0.2,2021-2022,0.0,3.0
1358,Lazio,2022-01-22,N,0.8,Atalanta,-4.199999999999999,-0.1999999999999993,0.0,0.2,0.20000000000000284,0.5999999999999996,1.4,0.0,2021-2022,1.0,4.0
1359,Spezia,2022-01-23,V,0.3999999999999999,Sampdoria,0.0,1.0,0.0,0.0,-3.6000000000000014,5.199999999999999,1.7999999999999998,0.0,2021-2022,1.0,5.0
1360,Torino,2022-01-23,N,-0.19999999999999996,Sassuolo,-4.399999999999999,-0.7999999999999998,-0.2,-0.2,-3.4000000000000057,4.199999999999999,-1.4,0.0,2021-2022,4.0,1.0
1361,Cagliari,2022-01-23,N,-1.8,Fiorentina,-7.200000000000001,-3.3999999999999995,0.0,-0.2,-15.0,7.0,1.7999999999999998,0.0,2021-2022,2.0,2.0
1362,Milan,2022-01-23,N,0.0,Juventus,2.400000000000002,0.40000000000000036,0.4,0.8,1.1999999999999957,-1.200000000000001,0.19999999999999996,-0.2,2021-2022,2.0,4.0
1363,Napoli,2022-01-23,V,0.6,Salernitana,9.4,1.4000000000000004,-0.2,-0.2,30.200000000000003,2.8000000000000007,-0.6000000000000001,0.0,2021-2022,7.0,0.0
1364,Empoli,2022-01-23,P,-0.3999999999999999,Roma,2.5999999999999996,-0.40000000000000036,0.2,0.0,3.6000000000000014,0.40000000000000036,-0.40000000000000036,-0.2,2021-2022,0.0,7.0
1365,Roma,2022-02-05,N,1.8,Genoa,8.4,4.6,0.2,0.4,11.600000000000001,-3.8000000000000007,0.6000000000000001,0.2,2021-2022,5.0,0.0
1366,Fiorentina,2022-02-05,P,0.0,Lazio,4.4,1.2000000000000002,0.0,0.2,3.0,-3.6000000000000014,-0.7999999999999998,0.4,2021-2022,1.0,5.0
1367,Inter,2022-02-05,P,-0.20000000000000018,Milan,0.0,0.40000000000000036,-0.4,-0.8,9.0,-1.4000000000000004,-0.40000000000000013,0.0,2021-2022,5.0,1.0
1368,Venezia,2022-02-06,P,-0.8,Napoli,-10.8,-4.0,-0.4,-0.4,-23.60000000000001,2.0,1.5999999999999999,0.4,2021-2022,0.0,7.0
1369,Atalanta,2022-02-06,P,0.3999999999999999,Cagliari,4.0,1.7999999999999998,0.0,-0.2,9.599999999999994,-4.400000000000002,-1.4000000000000001,0.0,2021-2022,5.0,2.0
1370,Juventus,2022-02-06,V,-0.19999999999999996,Hellas Verona,-2.799999999999999,-1.4,-0.2,-0.2,0.20000000000000284,-1.0,-0.40000000000000013,0.0,2021-2022,3.0,2.0
1371,Udinese,2022-02-06,V,-0.20000000000000018,Torino,-4.6,-1.9999999999999996,0.0,0.0,-13.799999999999997,-3.599999999999998,0.7999999999999998,0.2,2021-2022,2.0,4.0
1372,Bologna,2022-02-06,N,-0.8,Empoli,-4.800000000000001,-1.1999999999999997,-0.4,-0.4,-4.0,-2.799999999999999,-0.19999999999999973,-0.2,2021-2022,5.0,2.0
1373,Sampdoria,2022-02-06,V,-1.2000000000000002,Sassuolo,-8.4,-4.4,-0.2,-0.2,-14.0,-0.8000000000000007,-0.3999999999999999,0.4,2021-2022,1.0,3.0
1374,Salernitana,2022-02-07,N,-0.6,Spezia,-2.799999999999999,-1.2000000000000002,0.2,0.2,-12.000000000000004,-5.0,-1.0,0.0,2021-2022,0.0,3.0
1375,Napoli,2022-02-12,N,0.8,Inter,2.599999999999998,0.8000000000000007,0.4,0.4,7.799999999999997,-3.0,-1.0,0.0,2021-2022,1.0,5.0
1376,Torino,2022-02-12,P,0.7999999999999999,Venezia,4.6,2.8,0.0,0.0,12.799999999999997,7.4,-0.20000000000000018,-0.39999999999999997,2021-2022,6.0,0.0
1377,Lazio,2022-02-12,V,1.0,Bologna,2.4000000000000004,1.8000000000000003,0.0,0.2,11.400000000000006,2.0,0.40000000000000036,0.0,2021-2022,3.0,2.0
1378,Hellas Verona,2022-02-13,V,0.19999999999999996,Udinese,9.400000000000002,2.0,0.0,0.0,15.400000000000006,2.0,-0.6000000000000001,0.2,2021-2022,1.0,3.0
1379,Sassuolo,2022-02-13,N,0.0,Roma,2.799999999999997,1.3999999999999995,0.0,-0.2,7.199999999999996,-2.1999999999999993,-1.0,-0.6,2021-2022,1.0,3.0
1380,Empoli,2022-02-13,N,0.0,Cagliari,4.0,1.1999999999999997,0.2,0.0,0.7999999999999972,-3.200000000000001,-0.20000000000000018,0.2,2021-2022,2.0,4.0
1381,Genoa,2022-02-13,N,-0.8,Salernitana,1.2000000000000002,-1.0,-0.2,-0.2,6.0,6.999999999999998,-0.20000000000000018,0.2,2021-2022,6.0,1.0
1382,Milan,2022-02-13,V,0.6000000000000001,Sampdoria,7.599999999999998,2.4,0.2,0.6000000000000001,12.200000000000003,-0.20000000000000107,0.8,-0.2,2021-2022,4.0,1.0
1383,Atalanta,2022-02-13,N,-0.40000000000000013,Juventus,-0.6000000000000014,0.0,0.0,0.0,1.5999999999999943,1.200000000000001,-0.19999999999999996,0.0,2021-2022,2.0,1.0
1384,Spezia,2022-02-14,P,-0.20000000000000018,Fiorentina,-2.3999999999999986,-0.7999999999999998,0.4,0.0,-17.4,7.199999999999999,1.2000000000000002,-0.2,2021-2022,0.0,6.0
1385,Juventus,2022-02-18,N,0.19999999999999996,Torino,-1.4000000000000004,-0.8000000000000007,0.0,0.0,-4.600000000000001,-4.799999999999999,-0.5999999999999996,0.0,2021-2022,5.0,0.0
1386,Sampdoria,2022-02-19,V,0.0,Empoli,-7.0,-3.2,0.2,0.2,-4.199999999999996,-2.5999999999999996,-0.9999999999999998,0.0,2021-2022,6.0,1.0
1387,Salernitana,2022-02-19,N,-0.19999999999999996,Milan,-8.4,-2.5999999999999996,0.0,-0.2,-18.0,-2.4000000000000004,0.0,0.0,2021-2022,0.0,7.0
1388,Roma,2022-02-19,N,-0.20000000000000018,Hellas Verona,1.4000000000000004,1.0,0.2,0.39999999999999997,-0.6000000000000014,-1.8000000000000007,0.3999999999999999,0.0,2021-2022,5.0,2.0
1389,Venezia,2022-02-20,N,0.6000000000000001,Genoa,-2.8000000000000007,0.3999999999999999,0.0,0.0,-7.200000000000003,-8.999999999999998,-0.3999999999999999,0.19999999999999996,2021-2022,0.0,6.0
1390,Udinese,2022-02-20,N,-1.2,Lazio,1.0,-1.5999999999999996,0.0,0.0,-12.200000000000003,-3.0,-0.3999999999999999,0.0,2021-2022,1.0,4.0
1391,Fiorentina,2022-02-20,V,0.19999999999999996,Atalanta,1.0,1.0,0.0,0.6,11.0,-1.3999999999999986,0.0,0.2,2021-2022,2.0,4.0
1392,Inter,2022-02-20,P,-0.8,Sassuolo,-1.799999999999999,-0.5999999999999996,-0.2,-0.2,5.0,1.0,-0.9999999999999998,-0.2,2021-2022,4.0,1.0
1393,Cagliari,2022-02-21,N,-0.8,Napoli,-6.400000000000002,-3.2,-0.6,-0.39999999999999997,-18.800000000000004,7.0,2.5999999999999996,0.0,2021-2022,1.0,5.0
1394,Bologna,2022-02-21,V,-0.9999999999999999,Spezia,-0.20000000000000107,-0.6000000000000001,-0.4,-0.4,5.600000000000001,-7.399999999999999,-0.3999999999999999,0.0,2021-2022,6.0,0.0
1395,Genoa,2022-02-25,N,-0.4,Inter,-6.600000000000001,-3.4,0.0,0.0,-14.0,7.0,0.9999999999999998,0.4,2021-2022,0.0,7.0
1396,Milan,2022-02-25,N,0.6,Udinese,3.0,2.8000000000000003,-0.2,0.0,10.0,0.20000000000000107,0.3999999999999999,0.2,2021-2022,3.0,1.0
1397,Sassuolo,2022-02-26,V,-0.6000000000000001,Fiorentina,0.0,-0.6000000000000005,0.0,-0.6,-9.0,-1.1999999999999993,0.6000000000000001,-0.2,2021-2022,3.0,1.0
1398,Empoli,2022-02-26,P,-0.3999999999999999,Juventus,2.8000000000000007,0.7999999999999998,0.0,0.0,-1.3999999999999986,0.40000000000000036,1.1999999999999997,0.0,2021-2022,1.0,6.0
1399,Salernitana,2022-02-26,N,0.6,Bologna,-4.6000000000000005,-0.7999999999999998,0.0,0.0,-10.399999999999999,3.200000000000001,0.20000000000000018,0.2,2021-2022,0.0,7.0
1400,Lazio,2022-02-27,P,0.0,Napoli,-3.1999999999999993,-1.2000000000000002,-0.39999999999999997,-0.39999999999999997,-2.200000000000003,0.8000000000000007,1.2,0.0,2021-2022,2.0,5.0
1401,Hellas Verona,2022-02-27,V,1.4,Venezia,2.5999999999999996,1.0,0.2,0.2,10.0,3.1999999999999993,-0.3999999999999999,-0.4,2021-2022,5.0,0.0
1402,Spezia,2022-02-27,P,-0.40000000000000013,Roma,-5.800000000000001,-3.0,0.0,0.0,-15.0,4.799999999999999,0.0,-0.2,2021-2022,0.0,6.0
1403,Torino,2022-02-27,P,0.0,Cagliari,2.8000000000000007,1.5999999999999996,0.0,-0.2,13.399999999999999,1.3999999999999986,-0.20000000000000018,0.2,2021-2022,1.0,2.0
1404,Atalanta,2022-02-28,V,-0.9999999999999999,Sampdoria,3.0,0.6000000000000001,-0.2,-0.2,2.200000000000003,1.9999999999999982,0.3999999999999999,0.0,2021-2022,4.0,2.0
1405,Inter,2022-03-04,V,-0.5999999999999999,Salernitana,9.200000000000001,2.4,0.0,0.0,15.0,-0.5999999999999996,-1.0,-0.2,2021-2022,7.0,0.0
1406,Cagliari,2022-03-05,P,-0.20000000000000018,Lazio,0.8000000000000007,-0.7999999999999998,-0.2,0.0,-9.600000000000001,6.6,0.6000000000000001,0.0,2021-2022,0.0,6.0
1407,Udinese,2022-03-05,V,-0.3999999999999999,Sampdoria,3.999999999999999,1.0,0.0,0.0,-2.200000000000003,2.5999999999999996,0.3999999999999999,-0.2,2021-2022,1.0,5.0
1408,Roma,2022-03-05,V,0.6000000000000001,Atalanta,5.000000000000002,1.6000000000000005,0.4,0.4,4.0,-1.799999999999999,0.20000000000000018,0.0,2021-2022,1.0,3.0
1409,Bologna,2022-03-06,N,0.0,Torino,-1.4000000000000004,-0.20000000000000018,0.0,0.0,-7.200000000000003,-7.0,-0.3999999999999999,-0.2,2021-2022,1.0,2.0
1410,Juventus,2022-03-06,V,0.3999999999999999,Spezia,3.1999999999999993,2.8000000000000003,-0.4,-0.4,9.600000000000001,-5.0,-1.2000000000000002,-0.2,2021-2022,7.0,0.0
1411,Venezia,2022-03-06,P,-0.3999999999999999,Sassuolo,-6.4,-1.7999999999999998,0.0,0.0,-12.199999999999996,-2.0,0.0,0.2,2021-2022,0.0,7.0
1412,Fiorentina,2022-03-06,N,-1.2000000000000002,Hellas Verona,1.4000000000000004,-1.0,0.0,0.4,4.200000000000003,-0.7999999999999989,0.6000000000000001,0.6,2021-2022,3.0,1.0
1413,Napoli,2022-03-06,P,0.8,Milan,2.4000000000000004,1.7999999999999998,0.6,0.6,6.399999999999999,-1.4000000000000004,-1.6,-0.2,2021-2022,3.0,1.0
1414,Genoa,2022-03-06,N,-0.6,Empoli,-2.4000000000000004,-1.6,0.0,0.0,-6.799999999999997,4.799999999999999,0.19999999999999973,0.4,2021-2022,6.0,0.0
1415,Milan,2022-03-12,V,0.7999999999999999,Empoli,0.0,1.7999999999999998,0.0,0.0,4.200000000000003,-2.1999999999999993,1.0,0.2,2021-2022,6.0,0.0
1416,Spezia,2022-03-12,V,-0.3999999999999999,Cagliari,-4.0,-2.2,0.4,0.4,-6.399999999999999,0.40000000000000213,-0.6000000000000001,0.2,2021-2022,1.0,4.0
1417,Sampdoria,2022-03-12,P,-0.20000000000000018,Juventus,-4.8,-2.2,0.2,0.2,-2.0,1.3999999999999986,0.6000000000000001,0.0,2021-2022,1.0,6.0
1418,Salernitana,2022-03-12,N,-0.8,Sassuolo,-4.200000000000001,-2.0,-0.6,-0.6,-1.7999999999999972,-0.1999999999999993,0.0,-0.2,2021-2022,0.0,7.0
1419,Atalanta,2022-03-13,N,0.7999999999999999,Genoa,0.0,0.8000000000000003,0.0,0.0,12.599999999999994,-1.8000000000000007,0.20000000000000018,0.2,2021-2022,3.0,1.0
1420,Udinese,2022-03-13,N,0.0,Roma,-2.1999999999999993,-0.5999999999999996,-0.2,-0.2,-10.600000000000001,1.5999999999999979,-0.19999999999999973,-0.4,2021-2022,2.0,5.0
1421,Torino,2022-03-13,N,-0.7999999999999999,Inter,-7.200000000000001,-3.2,0.0,0.0,-0.4000000000000057,5.0,1.4,0.2,2021-2022,1.0,5.0
1422,Fiorentina,2022-03-13,V,0.4,Bologna,0.40000000000000036,0.3999999999999999,0.0,0.2,1.6000000000000014,-2.200000000000001,-0.6000000000000001,0.4,2021-2022,2.0,0.0
1423,Hellas Verona,2022-03-13,P,0.8,Napoli,-2.6000000000000014,-0.20000000000000018,0.0,0.0,-7.199999999999996,0.5999999999999996,-0.20000000000000018,0.0,2021-2022,1.0,4.0
1424,Lazio,2022-03-14,V,1.2000000000000002,Venezia,1.5999999999999996,2.0,0.4,0.2,12.800000000000004,-1.1999999999999993,0.3999999999999999,-0.2,2021-2022,7.0,0.0
1425,Sassuolo,2022-03-18,V,1.5999999999999999,Spezia,5.4,1.9999999999999996,0.6,0.39999999999999997,10.0,-0.8000000000000007,0.3999999999999999,0.2,2021-2022,5.0,1.0
1426,Genoa,2022-03-18,V,-0.4,Torino,0.40000000000000036,0.19999999999999973,0.0,0.0,-9.200000000000003,-0.8000000000000007,0.0,0.0,2021-2022,0.0,6.0
1427,Cagliari,2022-03-19,P,-0.3999999999999999,Milan,0.7999999999999989,-1.8000000000000003,0.0,0.0,-3.5999999999999943,4.000000000000002,0.0,0.0,2021-2022,0.0,5.0
1428,Napoli,2022-03-19,V,0.19999999999999996,Udinese,-3.8000000000000007,-0.7999999999999998,0.2,0.2,10.799999999999997,-4.600000000000001,-1.4000000000000001,0.0,2021-2022,6.0,0.0
1429,Inter,2022-03-19,N,0.19999999999999996,Fiorentina,6.4,2.2,0.0,-0.2,3.6000000000000014,0.40000000000000036,0.8,-0.2,2021-2022,4.0,0.0
1430,Venezia,2022-03-20,P,0.19999999999999996,Sampdoria,2.0,0.6000000000000001,0.0,0.0,-8.0,2.200000000000001,0.40000000000000013,0.2,2021-2022,0.0,6.0
1431,Roma,2022-03-20,V,-0.40000000000000013,Lazio,2.799999999999999,0.7999999999999998,0.0,0.0,-1.6000000000000014,3.799999999999999,1.2000000000000002,0.0,2021-2022,2.0,3.0
1432,Bologna,2022-03-20,P,-0.4,Atalanta,-3.5999999999999996,-1.0,0.0,0.0,-8.600000000000001,1.4000000000000021,0.0,0.0,2021-2022,1.0,4.0
1433,Empoli,2022-03-20,N,-1.6,Hellas Verona,1.6000000000000014,-1.2000000000000002,-0.2,-0.2,1.7999999999999972,1.0000000000000018,-1.4,-0.4,2021-2022,2.0,5.0
1434,Juventus,2022-03-20,V,0.6000000000000001,Salernitana,-1.799999999999999,-0.20000000000000018,0.2,0.2,2.8000000000000043,0.0,0.0,0.0,2021-2022,7.0,0.0
1435,Spezia,2022-04-02,V,0.20000000000000007,Venezia,-3.0,0.8000000000000003,0.0,0.0,-2.4000000000000057,-3.200000000000001,-0.3999999999999999,0.0,2021-2022,3.0,0.0
1436,Salernitana,2022-04-02,P,0.4,Torino,0.5999999999999996,0.6000000000000001,0.0,0.0,-10.0,-4.400000000000002,-0.40000000000000013,0.0,2021-2022,0.0,7.0
1437,Lazio,2022-04-02,V,-1.5999999999999999,Sassuolo,-4.199999999999999,-2.8000000000000003,-0.4,-0.4,6.800000000000004,-2.5999999999999996,0.20000000000000018,0.0,2021-2022,2.0,3.0
1438,Udinese,2022-04-03,V,0.6,Cagliari,0.0,1.2000000000000002,0.0,0.0,-7.799999999999997,1.0,0.7999999999999998,0.2,2021-2022,5.0,1.0
1439,Atalanta,2022-04-03,P,-0.3999999999999999,Napoli,-0.8000000000000007,-1.4,0.0,0.0,-2.799999999999997,2.5999999999999996,0.6000000000000001,0.2,2021-2022,4.0,2.0
1440,Juventus,2022-04-03,P,0.6000000000000001,Inter,-9.8,-2.8,0.2,0.2,-7.799999999999997,-0.40000000000000036,-0.19999999999999996,0.0,2021-2022,4.0,1.0
1441,Fiorentina,2022-04-03,V,0.4,Empoli,3.8000000000000007,1.7999999999999998,0.0,0.0,3.200000000000003,-2.1999999999999993,-0.40000000000000013,0.2,2021-2022,5.0,2.0
1442,Sampdoria,2022-04-03,P,-0.40000000000000013,Roma,-5.0,-1.4000000000000004,-0.4,-0.2,-1.7999999999999972,-1.6000000000000014,-1.8,-0.2,2021-2022,1.0,4.0
1443,Milan,2022-04-04,N,0.6,Bologna,4.199999999999999,2.2,0.0,0.0,3.0,-2.3999999999999986,-0.19999999999999973,-0.2,2021-2022,6.0,0.0
1444,Hellas Verona,2022-04-04,V,1.2000000000000002,Genoa,-2.0,1.2000000000000002,0.2,0.4,12.0,-0.5999999999999996,1.0,0.2,2021-2022,1.0,3.0
1445,Empoli,2022-04-09,N,-0.20000000000000007,Spezia,-2.8000000000000007,-2.0,0.0,-0.2,1.6000000000000014,2.6000000000000014,-0.6000000000000001,0.0,2021-2022,2.0,2.0
1446,Cagliari,2022-04-09,P,-1.2000000000000002,Juventus,-0.7999999999999989,-1.8000000000000003,-0.2,-0.2,-5.399999999999999,4.800000000000001,0.8000000000000003,0.0,2021-2022,1.0,6.0
1447,Inter,2022-04-09,V,0.20000000000000018,Hellas Verona,5.199999999999999,1.3999999999999995,0.0,-0.2,3.8000000000000043,0.1999999999999993,-0.7999999999999998,-0.4,2021-2022,6.0,0.0
1448,Napoli,2022-04-10,P,0.8,Fiorentina,-3.1999999999999993,-0.39999999999999947,0.2,0.2,0.3999999999999986,-0.5999999999999996,1.0000000000000002,-0.2,2021-2022,5.0,1.0
1449,Torino,2022-04-10,N,-0.20000000000000007,Milan,-6.6,-1.8000000000000003,0.2,0.2,1.2000000000000028,6.799999999999999,1.2000000000000002,0.0,2021-2022,2.0,4.0
1450,Roma,2022-04-10,V,0.7999999999999999,Salernitana,0.40000000000000036,0.0,0.4,0.4,1.6000000000000014,1.4000000000000004,1.2000000000000002,0.0,2021-2022,7.0,0.0
1451,Sassuolo,2022-04-10,V,1.4000000000000001,Atalanta,2.200000000000001,2.2,0.8,0.8,-2.5999999999999943,-1.5999999999999996,0.20000000000000018,0.0,2021-2022,0.0,6.0
1452,Genoa,2022-04-10,P,-1.2,Lazio,-1.200000000000001,-0.7999999999999998,-0.4,-0.4,-16.800000000000004,2.1999999999999993,0.20000000000000018,0.0,2021-2022,1.0,5.0
1453,Venezia,2022-04-10,P,-1.6,Udinese,-3.3999999999999986,-3.4,0.0,0.2,2.200000000000003,0.0,-0.8000000000000003,0.0,2021-2022,0.0,7.0
1454,Bologna,2022-04-11,V,-0.6000000000000001,Sampdoria,-1.5999999999999996,-0.7999999999999998,0.0,-0.2,-2.0,3.0,1.2000000000000002,0.2,2021-2022,6.0,1.0
1455,Spezia,2022-04-15,P,-1.2,Inter,-4.4,-1.7999999999999998,-0.2,0.0,-7.0,0.20000000000000284,-0.7999999999999998,0.0,2021-2022,0.0,6.0
1456,Milan,2022-04-15,V,0.19999999999999996,Genoa,6.800000000000001,1.7999999999999998,0.0,0.0,8.399999999999999,-1.5999999999999996,-0.6000000000000001,-0.2,2021-2022,5.0,1.0
1457,Lazio,2022-04-16,N,1.6,Torino,1.4000000000000004,1.5999999999999996,0.2,0.2,8.199999999999996,-8.6,-1.0,0.2,2021-2022,3.0,1.0
1458,Fiorentina,2022-04-16,V,0.9999999999999999,Venezia,3.0,2.4000000000000004,0.0,-0.2,9.399999999999999,-4.799999999999999,-2.2,-0.2,2021-2022,6.0,1.0
1459,Juventus,2022-04-16,N,1.2000000000000002,Bologna,4.0,2.4,0.2,0.2,5.0,-1.5999999999999996,0.19999999999999973,0.0,2021-2022,7.0,0.0
1460,Udinese,2022-04-16,V,2.0,Empoli,8.2,3.1999999999999997,0.2,0.2,-3.0,0.8000000000000007,0.7999999999999998,0.0,2021-2022,5.0,2.0
1461,Cagliari,2022-04-16,V,-2.2,Sassuolo,-6.199999999999999,-4.6000000000000005,-0.8,-0.8,-5.600000000000001,1.4000000000000004,0.20000000000000018,0.0,2021-2022,0.0,1.0
1462,Sampdoria,2022-04-16,P,0.20000000000000007,Salernitana,-1.799999999999999,-0.5999999999999996,0.0,0.2,7.399999999999999,-0.1999999999999993,-2.2,-0.2,2021-2022,7.0,0.0
1463,Napoli,2022-04-18,N,0.19999999999999996,Roma,1.1999999999999993,0.40000000000000036,0.0,0.0,4.0,-5.600000000000001,-2.2,-0.2,2021-2022,4.0,1.0
1464,Atalanta,2022-04-18,P,-0.20000000000000007,Hellas Verona,5.6,0.3999999999999999,-0.2,-0.4,1.6000000000000014,0.5999999999999996,-1.4,-0.2,2021-2022,5.0,1.0
1465,Udinese,2022-04-20,P,1.6,Salernitana,3.799999999999999,1.9999999999999996,0.2,0.2,0.0,-1.3999999999999986,-2.8,0.0,2021-2022,6.0,0.0
1466,Torino,2022-04-23,V,-0.4,Spezia,0.40000000000000036,-0.6000000000000001,0.2,0.0,9.0,2.599999999999998,0.19999999999999973,0.0,2021-2022,4.0,2.0
